file_idx,file_number,detail,budget,company,materials,title,description,content
271,03- (73),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
272,03- (74),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
273,03- (75),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
274,03- (76),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
275,03- (77),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
276,03- (78),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Guide (가이드, 안내부품)","EFEM 상부 전장 박스 레이아웃 Guide (가이드, 안내부품) EFEM Top Electrical Enclosure BOX Layout"
277,03- (79),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
278,03- (80),Component,0.00,Robostar,Structural Steels,EFEM 상부 전장 BOX Layout,"Cover (커버, 덮개)","EFEM 상부 전장 박스 레이아웃 Cover (커버, 덮개) EFEM Top Electrical Enclosure BOX Layout"
279,03- (81),Component,"20,000.00",SFA,ESD PC,MZ TURN UNIT/SEC 온양 3LF PKG MGZ CLEANER 교체 물류개조,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
280,03- (82),Component,0.00,SFA,Polyurethane,PULLEY(MOTOR),Motor (모터), Motor (모터) 
281,03- (83),Component,0.00,SFA,Polyurethane,PULLEY(DRIVE),"Pulley (풀리, 도르래)"," Pulley (풀리, 도르래) "
282,03- (84),Component,"20,000.00",SFA,Stainless Steels,END CAP,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
283,03- (85),Component,0.00,SFA,Structural Steels,COLLAR,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
284,03- (86),Component,"20,000.00",SFA,Structural Steels,END CAP,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
285,03- (87),Component,"40,000.00",SFA,Structural Steels,COLLAR,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
286,03- (88),Component,0.00,SFA,Carbon Steels,TAIL ROLLER,Roller (롤러), Roller (롤러) 
287,03- (89),Component,0.00,SFA,Carbon Steels,DRIVE ROLLER,Roller (롤러), Roller (롤러) 
288,03- (90),Component,0.00,SFA,Carbon Steels,,"shaft (샤프트, 축)"," shaft (샤프트, 축) "
289,03- (91),Component,0.00,SFA,Carbon Steels,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
290,03- (92),Component,"594,000.00",SFA,Aluminum Alloys,SIDE PLATE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
291,03- (93),Component,"684,000.00",SFA,Aluminum Alloys,SIDE PLATE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
292,03- (94),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
293,03- (95),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ TOWER 증설 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 타워 증설 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ TOWER Expansion and Logistics Modification
294,03- (96),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ TOWER 증설 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 타워 증설 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ TOWER Expansion and Logistics Modification
295,03- (97),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ TOWER 증설 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 타워 증설 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ TOWER Expansion and Logistics Modification
296,03- (98),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ TOWER 증설 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 타워 증설 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ TOWER Expansion and Logistics Modification
297,03- (99),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG CLEANER 교체 물류개조공사,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 클리너 교체 물류개조공사 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG CLEANER Replacement and Logistics Modification공사
298,03- (100),Component,0.00,SFA,Structural Steels,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
299,04- (1),Component,0.00,SFA,Structural Steels,FOSB/CASSET TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Fix/Adjust (고정부품, 조정부품)","FOSB/CASSE티 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Fix/Adjust (고정부품, 조정부품) FOSB/CASSE T TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
300,04- (2),Component,"117,000.00",SFA,Structural Steels,FOSB/CASSET TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","FOSB/CASSE티 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) FOSB/CASSE T TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
301,04- (3),Component,"650,000.00",SFA,Aluminum Alloys,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
302,04- (4),Assembly,0.00,SFA,Ass'Y,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
303,04- (5),Component,0.00,SFA,Stainless Steels,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
304,04- (6),Component,0.00,SFA,Stainless Steels,,"Guide (가이드, 안내부품)"," Guide (가이드, 안내부품) "
305,04- (7),Component,0.00,SFA,Structural Steels,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
306,04- (8),Component,0.00,SFA,Structural Steels,,"Block (블록, 덩어리)"," Block (블록, 덩어리) "
307,04- (9),Component,0.00,SFA,Carbon Steels,,"shaft (샤프트, 축)"," shaft (샤프트, 축) "
308,04- (10),Component,0.00,SFA,MC Nylon,,"Guide (가이드, 안내부품)"," Guide (가이드, 안내부품) "
309,04- (11),Component,0.00,SFA,Structural Steels,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
310,04- (12),Component,0.00,SFA,Stainless Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
311,04- (13),Component,0.00,SFA,Urethane,,"Pad (패드, 받침)"," Pad (패드, 받침) "
312,04- (14),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
313,04- (15),Component,0.00,SFA,Stainless Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
314,04- (16),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
315,04- (17),Component,0.00,SFA,Aluminum Alloys,,Sensor (센서), Sensor (센서) 
316,04- (18),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
317,04- (19),Component,0.00,SFA,Structural Steels,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
318,04- (20),Component,0.00,SFA,Structural Steels,FOSB SHUTTLE TURN / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","FOSB 셔틀 회전 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) FOSB SHUTTLE TURN / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
319,04- (21),Component,0.00,SFA,Aluminum Alloys,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
320,04- (22),Component,0.00,SFA,Structural Steels,MZ TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Sensor (센서),MZ 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Sensor (센서) MZ TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
321,04- (23),Component,0.00,SFA,Structural Steels,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
322,04- (24),Component,0.00,SFA,Structural Steels,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
323,04- (25),Component,0.00,SFA,Structural Steels,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
324,04- (26),Component,0.00,SFA,Structural Steels,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
325,04- (27),Component,0.00,SFA,Structural Steels,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
326,04- (28),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
327,04- (29),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
328,04- (30),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
329,04- (31),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
330,04- (32),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
331,04- (33),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
332,04- (34),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
333,04- (35),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
334,04- (36),Component,0.00,SFA,Structural Steels,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
335,04- (37),Component,0.00,SFA,Aluminum Alloys,,"Block (블록, 덩어리)"," Block (블록, 덩어리) "
336,04- (38),Component,0.00,SFA,Urethane,,"Pad (패드, 받침)"," Pad (패드, 받침) "
337,04- (39),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
338,04- (40),Component,"6,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
339,04- (41),Component,"2,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
340,04- (42),Component,"4,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
341,04- (43),Component,"5,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
342,04- (44),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
343,04- (45),Assembly,0.00,SFA,Ass'Y,MZ TURN SHUTTLE(상부) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 셔틀(상부) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN SHUTTLE(Top) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
344,04- (46),Component,0.00,SFA,Aluminum Alloys,,"Base (블록,덩어리)"," Base (블록,덩어리) "
345,04- (47),Component,0.00,SFA,Aluminum Alloys,,"Block (블록, 덩어리)"," Block (블록, 덩어리) "
346,04- (48),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
347,04- (49),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
348,04- (50),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
349,04- (51),Assembly,0.00,SFA,Ass'Y,MZ TURN SHUTTLE(상부) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 셔틀(상부) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN SHUTTLE(Top) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
350,04- (52),Component,0.00,SFA,Structural Steels,MZ TURN UNIT(상부) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","MZ 회전 유닛 단위(상부) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) MZ TURN UNIT(Top) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
351,04- (53),Component,0.00,SFA,Structural Steels,MZ TURN UNIT(상부) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Fix/Adjust (고정부품, 조정부품)","MZ 회전 유닛 단위(상부) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Fix/Adjust (고정부품, 조정부품) MZ TURN UNIT(Top) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
352,04- (54),Component,0.00,SFA,Structural Steels,MZ TURN UNIT(상부) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Sensor (센서),MZ 회전 유닛 단위(상부) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Sensor (센서) MZ TURN UNIT(Top) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
353,04- (55),Component,0.00,SFA,Structural Steels,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
354,04- (56),Component,0.00,SFA,Structural Steels,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
355,04- (57),Component,0.00,SFA,Structural Steels,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
356,04- (58),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
357,04- (59),Component,"56,000.00",SFA,Aluminum Alloys,TURN BASE,"Base (블록,덩어리)"," Base (블록,덩어리) "
358,04- (60),Component,"5,500.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
359,04- (61),Component,"4,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
360,04- (62),Component,"5,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
361,04- (63),Component,"8,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
362,04- (64),Component,"4,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
363,04- (65),Assembly,0.00,SFA,Ass'Y,MZ TURN SHUTTLE / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 셔틀 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN SHUTTLE / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
364,04- (66),Assembly,0.00,SFA,Ass'Y,MZ TURN SHUTTLE / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 셔틀 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN SHUTTLE / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
365,04- (67),Component,0.00,SFA,Aluminum Alloys,MZ TURN SHUTTLE / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","MZ 회전 셔틀 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) MZ TURN SHUTTLE / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
366,04- (68),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
367,04- (69),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
368,04- (70),Assembly,0.00,SFA,Ass'Y,MZ TURN SHUTTLE / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 회전 셔틀 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ TURN SHUTTLE / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
369,04- (71),Component,"5,500.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
370,04- (72),Component,"6,500.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
371,04- (73),Component,"6,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
372,04- (74),Component,"5,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
373,04- (75),Component,"4,500.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
374,04- (76),Component,"2,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
375,04- (77),Component,"6,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
376,04- (78),Component,"5,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
377,04- (79),Component,"4,500.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
378,04- (80),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
379,04- (81),Component,0.00,SFA,Stainless Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
380,04- (82),Component,0.00,SFA,Stainless Steels,,"Guide (가이드, 안내부품)"," Guide (가이드, 안내부품) "
381,04- (83),Component,"30,000.00",SFA,Aluminum Alloys,MOVING PLATE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
382,04- (84),Component,0.00,SFA,Aluminum Alloys,,Robot (로봇), Robot (로봇) 
383,04- (85),Component,0.00,SFA,Aluminum Alloys,,Robot (로봇), Robot (로봇) 
384,04- (86),Component,0.00,SFA,Aluminum Alloys,,Robot (로봇), Robot (로봇) 
385,04- (87),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
386,04- (88),Component,0.00,SFA,Structural Steels,MZ LIFTER(TURN-SHUTTLE) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Sensor (센서),MZ 리프터(회전-셔틀) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Sensor (센서) MZ LIFTER(TURN-SHUTTLE) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
387,04- (89),Component,0.00,SFA,Structural Steels,FOSB SHUTTLE TURN / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","FOSB 셔틀 회전 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) FOSB SHUTTLE TURN / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
388,04- (90),Component,0.00,SFA,Structural Steels,FOSV/CASSET TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","FOSV/CASSE티 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) FOSV/CASSET TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
389,04- (91),Component,0.00,SFA,Structural Steels,FOSV/CASSET TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Fix/Adjust (고정부품, 조정부품)","FOSV/CASSE티 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Fix/Adjust (고정부품, 조정부품) FOSV/CASSET TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
390,04- (92),Component,0.00,SFA,Structural Steels,FOSV/CASSET TURN UNIT / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","FOSV/CASSE티 회전 유닛 단위 / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) FOSV/CASSET TURN UNIT / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
391,04- (93),Component,0.00,SFA,Aluminum Alloys,MZ LIFTER(TURN-SHUTTLE) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,"Plate (플레이트, 판재)","MZ 리프터(회전-셔틀) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Plate (플레이트, 판재) MZ LIFTER(TURN-SHUTTLE) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification"
392,04- (94),Assembly,0.00,SFA,Ass'Y,MZ LIFTER(TURN-SHUTTLE) / SEC 온양 3L1F PKG MGZ CLEANER 교체 물류개조,Assembly (조립품),MZ 리프터(회전-셔틀) / SEC 온양 3L1F 패키지 MGZ 클리너 교체 물류개조 Assembly (조립품) MZ LIFTER(TURN-SHUTTLE) / SEC Onyang 3L1F PKG MGZ CLEANER Replacement and Logistics Modification
393,04- (95),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
394,04- (96),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
395,04- (97),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
396,04- (98),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
397,04- (99),Component,"3,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
398,04- (100),Component,"6,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
399,05- (1),Component,"3,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
400,05- (2),Component,"4,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
401,05- (3),Component,"8,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
402,05- (4),Component,"4,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
403,05- (5),Component,"8,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
404,05- (6),Component,"16,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
405,05- (7),Component,"8,000.00",SFA,ESD PC,BOOTH COVER,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
406,05- (8),Component,0.00,SFA,Polyurethane,,"Profile (프로파일, 단면)"," Profile (프로파일, 단면) "
407,05- (9),Component,0.00,SFA,Polyurethane,,"Profile (프로파일, 단면)"," Profile (프로파일, 단면) "
408,05- (10),Component,0.00,SFA,Polyurethane,,"Profile (프로파일, 단면)"," Profile (프로파일, 단면) "
409,05- (11),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
410,,,0.00,,,,,  
411,05- (13),Component,"33,000.00",SFA,Structural Steels,OP PANEL,기타 (etc), 기타 (etc) 
412,05- (14),Component,"21,000.00",SFA,Aluminum Alloys,SUPPORT BLOCK,"Block (블록, 덩어리)"," Block (블록, 덩어리) "
413,05- (15),Component,0.00,SFA,etc,,"Pad (패드, 받침)"," Pad (패드, 받침) "
414,05- (16),Component,0.00,SFA,Aluminum Alloys,,"Block (블록, 덩어리)"," Block (블록, 덩어리) "
415,05- (17),Component,0.00,SFA,Aluminum Alloys,,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
416,05- (18),Component,0.00,SFA,Structural Steels,,Sensor (센서), Sensor (센서) 
417,05- (19),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
418,05- (20),Component,"18,000.00",SFA,Aluminum Alloys,CYL PLATE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
419,05- (21),Component,"28,000.00",SFA,Aluminum Alloys,BASE PLATE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
420,05- (22),Component,"52,000.00",SFA,Aluminum Alloys,SIDE PALTE,"Plate (플레이트, 판재)"," Plate (플레이트, 판재) "
421,05- (23),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
422,05- (24),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
423,05- (25),Component,0.00,SFA,Structural Steels,,"Bracket (브라켓, 지지대)"," Bracket (브라켓, 지지대) "
424,05- (26),Assembly,0.00,SFA,Ass'Y,,Assembly (조립품), Assembly (조립품) 
425,05- (27),Component,0.00,SFA,Polyurethane,,"Fix/Adjust (고정부품, 조정부품)"," Fix/Adjust (고정부품, 조정부품) "
426,05- (28),Component,0.00,SFA,ESD PC,,"Cover (커버, 덮개)"," Cover (커버, 덮개) "
427,05- (29),Component,0.00,SFA,Structural Steels,,Sensor (센서), Sensor (센서) 
428,05- (30),Component,0.00,SFA,Structural Steels,,Sensor (센서), Sensor (센서) 
